SCHOOLJAAR 2013-2014 IN HET VO (peildatum 1 oktober 2013);;;;;;;SCHOOLJAAR 2014-2015 IN HET MBO (peildatum 1 oktober 2014);;;;;;;;;
BRIN NUMMER;VESTIGINGSNUMMER;GEMEENTENUMMER;GEMEENTENAAM;ONDERWIJSTYPE VO;DIPLOMA BEHAALD;PROFIEL;BRIN NUMMER;LEERWEG MBO;MBO SECTOR;KWALIFICATIE CODE;KWALIFICATIE NAAM;BRIN NUMMER KENNISCENTRUM;NAAM KENNISCENTRUM;GEMEENTENUMMER DEELNEMER;GEMEENTENAAM DEELNEMER;AANTAL DOORSTROMERS
16NK;0;301;ZUTPHEN;havo;geen diploma;cul/maat;27DV;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;150;Deventer;1
16NK;0;301;ZUTPHEN;havo;geen diploma;cul/maat;27YU;BOL;zorg en welzijn;92631;Pedagogisch Werk (Pedagogisch medewerker 4 jeugdzorg);02QG;Calibris;173;Oldenzaal;1
16NK;0;301;ZUTPHEN;havo;geen diploma;cul/maat;30BC;BOL;techniek;22093;Vormgeving ruimtelijke presentatie en communicatie;02FW;Savantis;757;Boxtel;2
16NK;0;301;ZUTPHEN;havo;geen diploma;cul/maat;30RN;BOL;economie;90531;Medewerker marketing en communicatie (Assistent communicatiemedewerker);00SP;ECABO;301;Zutphen;1
16NK;0;301;ZUTPHEN;havo;geen diploma;nat/tech & nat/gezond;25LF;BOL;techniek;22086;Mediavormgever;28DV;Combinatie kenniscentra;1509;Oude IJsselstreek;1
16NK;0;301;ZUTPHEN;havo;geen diploma;ec/maat & cul/maat;24ZZ;BOL;economie;22184;Frontofficemedewerker;02PY;Kenwerk;240;Groenlo;1
16NK;0;301;ZUTPHEN;havo;diploma;nat/tech & nat/gezond;05EA;BOL;techniek;95650;Machinist Railvervoer (Machinist railvervoer);25HV;VTL;599;Rotterdam;1
16NK;1;14;GRONINGEN;havo;geen diploma;nat/gezond;25LW;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;9;Ten Boer;1
16NK;1;14;GRONINGEN;havo;geen diploma;ec/maat;02PN;BOL;techniek;22086;Mediavormgever;28DV;Combinatie kenniscentra;106;Assen;1
16NK;1;14;GRONINGEN;havo;geen diploma;ec/maat;25LW;BOL;economie;90383;Verkoopspecialist (Verkoopspecialist detailhandel);00SE;Kenniscentrum Handel;1730;Tynaarlo;1
16NK;1;14;GRONINGEN;havo;geen diploma;ec/maat;25LW;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;14;Groningen;1
16NK;1;14;GRONINGEN;havo;geen diploma;cul/maat;14NZ;BOL;onbekend;79140;Zorg en welzijn;28DV;Combinatie kenniscentra;1730;Tynaarlo;1
16NK;1;14;GRONINGEN;havo;geen diploma;cul/maat;25LW;BOL;zorg en welzijn;22197;Pedagogisch Werk;02QG;Calibris;14;Groningen;1
16NK;1;14;GRONINGEN;havo;geen diploma;cul/maat;25PW;BOL;techniek;90413;Mediavormgever (Grafische vormgeving);02PT;Kenniscentrum GOC;37;Stadskanaal;1
16NK;1;14;GRONINGEN;havo;diploma;nat/gezond;25GV;BOL;landbouw;97640;Biologisch-dynamisch bedrijf (Manager biologisch-dynamisch bedrijf);25DC;Aequor;303;Dronten;1
16NK;1;14;GRONINGEN;havo;diploma;nat/tech & nat/gezond;25LU;BOL;techniek;95740;Specialist mode/maatkleding;00SE;Kenniscentrum Handel;14;Groningen;1
16NK;1;14;GRONINGEN;vwo;geen diploma;cul/maat;30RN;BOL;techniek;90038;Artiest (Muziek);02PT;Kenniscentrum GOC;18;Hoogezand-Sappemeer;1
16OX;0;824;OISTERWIJK;havo;geen diploma;nvt;25LZ;BOL;techniek;94051;Middenkaderfunctionaris bouw en infra (Middenkaderfunctionaris bouw);02QH;Fundeon;824;Oisterwijk;1
16OX;0;824;OISTERWIJK;havo;geen diploma;nvt;25LZ;BBL;techniek;94271;Installeren (Monteur elektrotechnische installaties);02PR;Kenteq;824;Oisterwijk;1
16OX;0;824;OISTERWIJK;havo;geen diploma;nat/tech;25LV;BOL;economie;95420;Kok (Zelfstandig werkend kok);02PY;Kenwerk;824;Oisterwijk;1
16OX;0;824;OISTERWIJK;havo;geen diploma;nat/tech;25LZ;BOL;zorg en welzijn;92632;Gespecialiseerd Pedagogisch medewerker 4  kinderopvang;02QG;Calibris;855;Tilburg;1
16OX;0;824;OISTERWIJK;havo;geen diploma;nat/gezond;25LZ;BOL;zorg en welzijn;22195;Maatschappelijke Zorg;02QG;Calibris;785;Goirle;1
16OX;0;824;OISTERWIJK;havo;geen diploma;ec/maat;04FO;BOL;zorg en welzijn;92662;Maatschappelijke Zorg (Persoonlijk begeleider specifieke doelgroepen);02QG;Calibris;824;Oisterwijk;1
16OX;0;824;OISTERWIJK;havo;geen diploma;ec/maat;25LV;BOL;economie;90290;Ondernemer detailhandel;00SE;Kenniscentrum Handel;824;Oisterwijk;1
16OX;0;824;OISTERWIJK;havo;geen diploma;ec/maat;30BC;BOL;techniek;22086;Mediavormgever;28DV;Combinatie kenniscentra;824;Oisterwijk;1
16OX;0;824;OISTERWIJK;havo;geen diploma;cul/maat;30BC;BOL;techniek;22093;Vormgeving ruimtelijke presentatie en communicatie;02FW;Savantis;824;Oisterwijk;1
16OX;0;824;OISTERWIJK;havo;diploma;nat/gezond;26CC;BOL;landbouw;97090;Manager natuur en recreatie;25DC;Aequor;824;Oisterwijk;1
16OX;0;824;OISTERWIJK;havo;diploma;cul/maat;25LZ;BOL;economie;90532;Medewerker marketing en communicatie (Marketing medewerker);00SP;ECABO;855;Tilburg;1
16OX;0;824;OISTERWIJK;havo;diploma;nat/tech & nat/gezond;30BC;BOL;techniek;22093;Vormgeving ruimtelijke presentatie en communicatie;02FW;Savantis;788;Haaren;1
16OX;1;855;TILBURG;havo;geen diploma;nat/gezond;26CC;BOL;landbouw;97730;Recreatiedieren (Ondernemer/manager recreatiedieren);25DC;Aequor;798;Hilvarenbeek;1
16OX;1;855;TILBURG;havo;geen diploma;ec/maat;26CC;BOL;landbouw;97090;Manager natuur en recreatie;25DC;Aequor;855;Tilburg;1
16OX;1;855;TILBURG;havo;geen diploma;cul/maat;26CC;BOL;landbouw;97090;Manager natuur en recreatie;25DC;Aequor;855;Tilburg;1
16OX;2;855;TILBURG;havo;geen diploma;ec/maat;25LZ;BOL;economie;22161;Juridisch medewerker;00SP;ECABO;855;Tilburg;1
16OX;2;855;TILBURG;havo;diploma;nat/gezond;26CC;BOL;landbouw;97730;Recreatiedieren (Ondernemer/manager recreatiedieren);25DC;Aequor;855;Tilburg;1
16OX;2;855;TILBURG;havo;diploma;ec/maat;04FO;BOL;techniek;90412;Mediavormgever (Art & Design KC GOC);02PT;Kenniscentrum GOC;855;Tilburg;1
16OX;2;855;TILBURG;havo;diploma;ec/maat;25LV;BOL;economie;94072;Frontofficemedewerker (Frontofficemanager);02PY;Kenwerk;855;Tilburg;1
16OX;2;855;TILBURG;havo;diploma;cul/maat;25LZ;BOL;economie;90534;Medewerker marketing en communicatie (Medewerker evenementenorganisatie);00SP;ECABO;855;Tilburg;1
16OX;2;855;TILBURG;vwo;geen diploma;cul/maat;25LZ;BOL;onbekend;90440;Arbeidsmarktgekwalificeerd assistent;28DV;Combinatie kenniscentra;785;Goirle;1
16PA;0;344;UTRECHT;vwo;geen diploma;nvt;30RN;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;344;Utrecht;1
16PE;0;1711;ECHT-SUSTEREN;havo;geen diploma;nat/tech;25LT;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;1711;Echt-Susteren;1
16PE;0;1711;ECHT-SUSTEREN;havo;geen diploma;nat/gezond;25LT;BOL;techniek;94051;Middenkaderfunctionaris bouw en infra (Middenkaderfunctionaris bouw);02QH;Fundeon;1711;Echt-Susteren;1
16PE;0;1711;ECHT-SUSTEREN;havo;geen diploma;nat/gezond;25LT;BOL;zorg en welzijn;91310;Doktersassistent;02QG;Calibris;933;Maasbracht;1
16PE;0;1711;ECHT-SUSTEREN;havo;geen diploma;nat/gezond;25PL;BOL;techniek;93711;Analist (Analist klinische chemie);02QD;Kenniscentrum PMLF;1711;Echt-Susteren;1
16PE;0;1711;ECHT-SUSTEREN;havo;geen diploma;ec/maat;25PL;BOL;zorg en welzijn;92620;Pedagogisch Werk (Pedagogisch medewerker 3 kinderopvang);02QG;Calibris;933;Maasbracht;1
16PE;0;1711;ECHT-SUSTEREN;havo;geen diploma;ec/maat;25PL;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;1711;Echt-Susteren;1
16PE;0;1711;ECHT-SUSTEREN;havo;geen diploma;ec/maat;25PL;BOL;zorg en welzijn;95294;Sport en bewegen (Sport- en bewegingscoördinator/ Trainer/coach);02QG;Calibris;1711;Echt-Susteren;1
16PE;0;1711;ECHT-SUSTEREN;havo;geen diploma;cul/maat;25LT;BOL;zorg en welzijn;91310;Doktersassistent;02QG;Calibris;1711;Echt-Susteren;1
16PE;0;1711;ECHT-SUSTEREN;havo;geen diploma;cul/maat;25PL;BOL;zorg en welzijn;92620;Pedagogisch Werk (Pedagogisch medewerker 3 kinderopvang);02QG;Calibris;1711;Echt-Susteren;1
16PE;0;1711;ECHT-SUSTEREN;havo;geen diploma;nat/tech & nat/gezond;25PL;BOL;techniek;93711;Analist (Analist klinische chemie);02QD;Kenniscentrum PMLF;933;Maasbracht;1
16PE;0;1711;ECHT-SUSTEREN;havo;diploma;nat/gezond;25LT;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;1711;Echt-Susteren;1
16PE;0;1711;ECHT-SUSTEREN;havo;diploma;ec/maat;25LT;BOL;zorg en welzijn;95745;Allround schoonheidsspecialist;16QY;KOC Nederland;1679;Ambt Montfort;1
16PE;0;1711;ECHT-SUSTEREN;havo;diploma;ec/maat;25PL;BOL;zorg en welzijn;95294;Sport en bewegen (Sport- en bewegingscoördinator/ Trainer/coach);02QG;Calibris;1711;Echt-Susteren;1
16PE;0;1711;ECHT-SUSTEREN;havo;diploma;cul/maat;25MB;BOL;economie;94241;Brood en banket (Patissier);02PY;Kenwerk;933;Maasbracht;1
16PE;0;1711;ECHT-SUSTEREN;havo;diploma;nat/tech & nat/gezond;25PU;BOL;zorg en welzijn;91310;Doktersassistent;02QG;Calibris;1711;Echt-Susteren;1
16PI;1;47;VEENDAM;havo;geen diploma;nvt;25LU;BOL;zorg en welzijn;22171;Sport en bewegen;02QG;Calibris;47;Veendam;2
16PI;1;47;VEENDAM;havo;geen diploma;nat/tech;25LW;BOL;techniek;95702;AV-specialist;02PT;Kenniscentrum GOC;14;Groningen;1
16PI;1;47;VEENDAM;havo;geen diploma;ec/maat;25LU;BOL;economie;95321;ICT- en mediabeheer (ICT-beheerder);00SP;ECABO;47;Veendam;1
16PI;1;47;VEENDAM;havo;geen diploma;ec/maat;25LW;BOL;economie;94130;Leisure & hospitality (Leisure & hospitality executive);02PY;Kenwerk;47;Veendam;1
16PI;1;47;VEENDAM;havo;geen diploma;ec/maat;25LW;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;47;Veendam;1
16PI;1;47;VEENDAM;havo;geen diploma;cul/maat;25LW;BOL;zorg en welzijn;22197;Pedagogisch Werk;02QG;Calibris;47;Veendam;1
16PI;1;47;VEENDAM;havo;geen diploma;cul/maat;25LW;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;47;Veendam;1
16PI;1;47;VEENDAM;havo;diploma;cul/maat;25LG;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;47;Veendam;1
16PI;1;47;VEENDAM;vwo;diploma;ec/maat & cul/maat;25LW;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;1987;Menterwolde;1
16PK;0;599;ROTTERDAM;havo;geen diploma;ec/maat;00GT;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;599;Rotterdam;1
16PK;0;599;ROTTERDAM;havo;geen diploma;cul/maat;00GT;BOL;economie;90534;Medewerker marketing en communicatie (Medewerker evenementenorganisatie);00SP;ECABO;599;Rotterdam;1
16PK;0;599;ROTTERDAM;havo;geen diploma;cul/maat;00GT;BOL;economie;95391;Secretariële beroepen (Directiesecretaresse/managementassistent);00SP;ECABO;599;Rotterdam;1
16PK;0;599;ROTTERDAM;havo;geen diploma;cul/maat;00GT;BOL;zorg en welzijn;92650;Maatschappelijke Zorg (Medewerker maatschappelijke zorg);02QG;Calibris;599;Rotterdam;1
16PK;0;599;ROTTERDAM;havo;geen diploma;cul/maat;00GT;BOL;zorg en welzijn;92670;Sociaal-maatschappelijk dienstverlener (Sociaal-maatschappelijk dienstverlener);02QG;Calibris;599;Rotterdam;1
16PK;0;599;ROTTERDAM;havo;geen diploma;nat/tech & nat/gezond;25LP;BOL;techniek;22082;Analist;02QD;Kenniscentrum PMLF;599;Rotterdam;1
16PK;0;599;ROTTERDAM;havo;diploma;cul/maat;25LP;BOL;economie;94850;Particuliere beveiliging (Beveiliger);00SP;ECABO;599;Rotterdam;1
16PK;9;489;BARENDRECHT;havo;geen diploma;nat/gezond;00GT;BOL;zorg en welzijn;22171;Sport en bewegen;02QG;Calibris;489;Barendrecht;1
16PK;9;489;BARENDRECHT;havo;geen diploma;ec/maat;00GT;BOL;economie;93494;Manager handel (Vestigingsmanager groothandel);00SE;Kenniscentrum Handel;489;Barendrecht;1
16PK;9;489;BARENDRECHT;havo;geen diploma;cul/maat;20MQ;BOL;economie;94090;Reizen (Verkoper reizen);02PY;Kenwerk;642;Zwijndrecht;1
16PK;9;489;BARENDRECHT;havo;geen diploma;nat/tech & nat/gezond;20MQ;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;489;Barendrecht;1
16PK;9;489;BARENDRECHT;havo;diploma;ec/maat;05EA;BOL;techniek;95260;Havenlogistiek (Manager havenlogistiek);25HV;VTL;597;Ridderkerk;1
16PK;9;489;BARENDRECHT;havo;diploma;ec/maat;20MQ;BOL;zorg en welzijn;91410;Tandartsassistent;02QG;Calibris;617;Strijen;1
16PK;9;489;BARENDRECHT;havo;diploma;nat/tech & nat/gezond;25GV;BOL;landbouw;97590;Dierenartsassistent paraveterinair;25DC;Aequor;203;Barneveld;1
16PK;9;489;BARENDRECHT;havo;diploma;ec/maat & cul/maat;25LV;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;489;Barendrecht;1
16PK;10;599;ROTTERDAM;havo;geen diploma;ec/maat;00GT;BOL;economie;22161;Juridisch medewerker;00SP;ECABO;599;Rotterdam;1
16PK;10;599;ROTTERDAM;havo;geen diploma;ec/maat;25LP;BOL;economie;22164;Commercieel medewerker;28DV;Combinatie kenniscentra;599;Rotterdam;1
16PS;0;363;AMSTERDAM;havo;geen diploma;nvt;25PZ;BOL;techniek;90061;AV-productie (Allround medewerker AV-productie);02PT;Kenniscentrum GOC;363;Amsterdam;1
16PS;0;363;AMSTERDAM;havo;geen diploma;nvt;25PZ;BBL;economie;90760;Kok;02PY;Kenwerk;363;Amsterdam;1
16PS;0;363;AMSTERDAM;havo;geen diploma;nat/gezond;25PZ;BOL;economie;94130;Leisure & hospitality (Leisure & hospitality executive);02PY;Kenwerk;363;Amsterdam;1
16PS;0;363;AMSTERDAM;havo;geen diploma;nat/gezond;25PZ;BOL;zorg en welzijn;22171;Sport en bewegen;02QG;Calibris;0;Onbekend;1
16PS;0;363;AMSTERDAM;havo;geen diploma;nat/gezond;25PZ;BOL;zorg en welzijn;22171;Sport en bewegen;02QG;Calibris;363;Amsterdam;1
16PS;0;363;AMSTERDAM;havo;geen diploma;ec/maat;25PZ;BOL;techniek;90413;Mediavormgever (Grafische vormgeving);02PT;Kenniscentrum GOC;363;Amsterdam;1
16PS;0;363;AMSTERDAM;havo;geen diploma;cul/maat;25LH;BOL;zorg en welzijn;93500;Onderwijsassistent;02QG;Calibris;363;Amsterdam;1
16PS;0;363;AMSTERDAM;havo;geen diploma;cul/maat;25PZ;BOL;techniek;91850;Luchtvaartdienstverlener;25HV;VTL;392;Haarlem;1
16PS;4;363;AMSTERDAM;havo;geen diploma;ec/maat;02PA;BOL;techniek;22084;AV-productie;28DV;Combinatie kenniscentra;363;Amsterdam;1
16PS;4;363;AMSTERDAM;havo;geen diploma;cul/maat;02PA;BOL;techniek;22201;Artiest;02PT;Kenniscentrum GOC;384;Diemen;1
16PS;4;363;AMSTERDAM;havo;diploma;cul/maat;02PG;BOL;economie;90940;Interieuradviseur;00SE;Kenniscentrum Handel;384;Diemen;1
16PS;7;363;AMSTERDAM;havo;geen diploma;nvt;25PZ;BOL;economie;22161;Juridisch medewerker;00SP;ECABO;363;Amsterdam;1
16PS;7;363;AMSTERDAM;havo;geen diploma;nvt;25PZ;BOL;economie;93200;Financiële beroepen (Financieel administratief medewerker);00SP;ECABO;363;Amsterdam;1
16PS;7;363;AMSTERDAM;havo;geen diploma;nvt;25PZ;BOL;economie;93200;Financiële beroepen (Financieel administratief medewerker);00SP;ECABO;415;Landsmeer;1
16PS;7;363;AMSTERDAM;havo;geen diploma;nvt;25PZ;BOL;economie;93212;Financiële beroepen (Bedrijfsadministrateur);00SP;ECABO;363;Amsterdam;2
16PS;7;363;AMSTERDAM;havo;geen diploma;nvt;25PZ;BOL;zorg en welzijn;95769;Assistent dienstverlening en zorg;02PR;Kenteq;363;Amsterdam;1
16PS;7;363;AMSTERDAM;havo;geen diploma;ec/maat;25PZ;BOL;economie;90531;Medewerker marketing en communicatie (Assistent communicatiemedewerker);00SP;ECABO;363;Amsterdam;1
16PS;7;363;AMSTERDAM;havo;geen diploma;ec/maat;25PZ;BOL;economie;93211;Financiële beroepen (Assistent-accountant);00SP;ECABO;363;Amsterdam;2
16PS;7;363;AMSTERDAM;havo;geen diploma;ec/maat;25PZ;BOL;economie;94891;Juridisch medewerker zakelijke dienstverlening;00SP;ECABO;363;Amsterdam;1
16PS;7;363;AMSTERDAM;havo;geen diploma;ec/maat;25PZ;BOL;techniek;93420;Autotechniek (Eerste autotechnicus);02FZ;Innovam Groep;363;Amsterdam;1
16PS;7;363;AMSTERDAM;havo;geen diploma;ec/maat;25PZ;BOL;techniek;95764;Technicus mechanica;02PR;Kenteq;363;Amsterdam;1
16PS;7;363;AMSTERDAM;havo;geen diploma;ec/maat;30RN;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;344;Utrecht;1
16PS;7;363;AMSTERDAM;havo;diploma;cul/maat;30RN;BOL;techniek;90038;Artiest (Muziek);02PT;Kenniscentrum GOC;363;Amsterdam;1
16PS;7;363;AMSTERDAM;vwo;geen diploma;ec/maat;25PZ;BOL;economie;94910;Medewerker sociale zekerheid;00SP;ECABO;363;Amsterdam;1
16QA;0;590;PAPENDRECHT;havo;geen diploma;nat/tech;20MQ;BOL;techniek;94262;Machinebouw Mechatronica (Mechatronicus);02PR;Kenteq;693;Graafstroom;1
16QA;0;590;PAPENDRECHT;havo;geen diploma;nat/gezond;20MQ;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;693;Graafstroom;1
16QA;0;590;PAPENDRECHT;havo;geen diploma;ec/maat;02PG;BOL;techniek;95570;Machinaal houtbewerker (Allround machinaal hout);04IN;SH&M;693;Graafstroom;1
16QA;0;590;PAPENDRECHT;havo;geen diploma;ec/maat;04FO;BOL;zorg en welzijn;92662;Maatschappelijke Zorg (Persoonlijk begeleider specifieke doelgroepen);02QG;Calibris;610;Sliedrecht;1
16QA;0;590;PAPENDRECHT;havo;geen diploma;ec/maat;25LP;BOL;techniek;94051;Middenkaderfunctionaris bouw en infra (Middenkaderfunctionaris bouw);02QH;Fundeon;590;Papendrecht;1
16QA;0;590;PAPENDRECHT;havo;geen diploma;cul/maat;09MR;BOL;zorg en welzijn;92631;Pedagogisch Werk (Pedagogisch medewerker 4 jeugdzorg);02QG;Calibris;693;Graafstroom;1
16QA;0;590;PAPENDRECHT;havo;geen diploma;cul/maat;20MQ;BOL;zorg en welzijn;91310;Doktersassistent;02QG;Calibris;482;Alblasserdam;1
16QA;0;590;PAPENDRECHT;havo;geen diploma;cul/maat;20MQ;BOL;zorg en welzijn;92650;Maatschappelijke Zorg (Medewerker maatschappelijke zorg);02QG;Calibris;590;Papendrecht;1
16QA;0;590;PAPENDRECHT;havo;geen diploma;cul/maat;20MQ;BOL;zorg en welzijn;92662;Maatschappelijke Zorg (Persoonlijk begeleider specifieke doelgroepen);02QG;Calibris;482;Alblasserdam;1
16QA;0;590;PAPENDRECHT;havo;diploma;nat/tech;00GT;BOL;techniek;91850;Luchtvaartdienstverlener;25HV;VTL;505;Dordrecht;1
16QA;0;590;PAPENDRECHT;havo;diploma;nat/gezond;20MQ;BOL;zorg en welzijn;91300;Apothekersassistent;02QG;Calibris;610;Sliedrecht;1
16QA;0;590;PAPENDRECHT;havo;diploma;nat/gezond;25LV;BOL;economie;90301;Ondernemer horeca/bakkerij (Manager/ondernemer café-bar);02PY;Kenwerk;482;Alblasserdam;1
16QA;0;590;PAPENDRECHT;havo;diploma;ec/maat;20MQ;BOL;economie;90216;Logistiek supervisor (Logistiek supervisor KC Handel);00SE;Kenniscentrum Handel;590;Papendrecht;1
16QA;0;590;PAPENDRECHT;havo;diploma;ec/maat;23JA;BOL;techniek;90413;Mediavormgever (Grafische vormgeving);02PT;Kenniscentrum GOC;610;Sliedrecht;1
16QA;0;590;PAPENDRECHT;havo;diploma;cul/maat;01OE;BOL;landbouw;97590;Dierenartsassistent paraveterinair;25DC;Aequor;571;Nieuw-Lekkerland;1
16QA;0;590;PAPENDRECHT;havo;diploma;cul/maat;25LP;BOL;economie;95091;Veiligheid en vakmanschap (Aankomend onderofficier grondoptreden);00SP;ECABO;482;Alblasserdam;1
16QA;0;590;PAPENDRECHT;havo;diploma;ec/maat & cul/maat;25LV;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;855;Tilburg;1
16QH;1;758;BREDA;havo;geen diploma;nat/tech;25LX;BOL;techniek;93714;Analist (Chemisch-fysisch analist);02QD;Kenniscentrum PMLF;758;Breda;1
16QH;1;758;BREDA;havo;geen diploma;nat/gezond;25GV;BOL;landbouw;97730;Recreatiedieren (Ondernemer/manager recreatiedieren);25DC;Aequor;758;Breda;1
16QH;1;758;BREDA;havo;geen diploma;nat/gezond;25LV;BOL;economie;94072;Frontofficemedewerker (Frontofficemanager);02PY;Kenwerk;758;Breda;1
16QH;1;758;BREDA;havo;geen diploma;nat/gezond;25LX;BOL;economie;90500;Commercieel medewerker bank- en verzekeringswezen;00SP;ECABO;758;Breda;1
16QH;1;758;BREDA;havo;geen diploma;nat/gezond;25LZ;BOL;zorg en welzijn;91310;Doktersassistent;02QG;Calibris;784;Gilze en Rijen;1
16QH;1;758;BREDA;havo;geen diploma;nat/gezond;26CC;BOL;landbouw;97541;Voedingsmanagement (Voedingsspecialist);25DC;Aequor;784;Gilze en Rijen;1
16QH;1;758;BREDA;havo;geen diploma;ec/maat;25LP;BOL;economie;22161;Juridisch medewerker;00SP;ECABO;758;Breda;1
16QH;1;758;BREDA;havo;geen diploma;ec/maat;25LV;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;758;Breda;1
16QH;1;758;BREDA;havo;geen diploma;ec/maat;25LX;BOL;economie;90500;Commercieel medewerker bank- en verzekeringswezen;00SP;ECABO;758;Breda;2
16QH;1;758;BREDA;havo;geen diploma;ec/maat;25LX;BOL;economie;93494;Manager handel (Vestigingsmanager groothandel);00SE;Kenniscentrum Handel;758;Breda;1
16QH;1;758;BREDA;havo;geen diploma;ec/maat;25LX;BOL;economie;94891;Juridisch medewerker zakelijke dienstverlening;00SP;ECABO;758;Breda;1
16QH;1;758;BREDA;havo;geen diploma;ec/maat;25LX;BOL;economie;95750;Facilitair leidinggevende;02PY;Kenwerk;758;Breda;1
16QH;1;758;BREDA;havo;geen diploma;cul/maat;04FO;BOL;economie;94810;Toezicht en veiligheid (Handhaver toezicht en veiligheid);00SP;ECABO;796;s-Hertogenbosch;1
16QH;1;758;BREDA;havo;geen diploma;cul/maat;25LV;BOL;economie;94100;Reizen (Manager verkoop reizen);02PY;Kenwerk;758;Breda;1
16QH;1;758;BREDA;havo;geen diploma;cul/maat;25LZ;BOL;zorg en welzijn;91410;Tandartsassistent;02QG;Calibris;758;Breda;1
16QH;1;758;BREDA;havo;geen diploma;cul/maat;30BC;BOL;techniek;22093;Vormgeving ruimtelijke presentatie en communicatie;02FW;Savantis;758;Breda;1
16QH;1;758;BREDA;havo;diploma;nat/gezond;25PV;BOL;zorg en welzijn;95292;Sport en bewegen (Sport- en bewegingscoördinator/BOS-medewerker);02QG;Calibris;758;Breda;1
16QH;1;758;BREDA;havo;diploma;ec/maat;25LV;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;758;Breda;2
16QH;1;758;BREDA;havo;diploma;nat/tech & nat/gezond;04FO;BOL;techniek;90075;AV-productie (Fotograaf);02PT;Kenniscentrum GOC;826;Oosterhout;1
16RB;0;757;BOXTEL;havo;geen diploma;ec/maat;25MB;BOL;economie;22161;Juridisch medewerker;00SP;ECABO;860;Veghel;1
16RB;0;757;BOXTEL;havo;geen diploma;ec/maat;25MB;BOL;zorg en welzijn;91370;Sociaal-cultureel werker;02QG;Calibris;757;Boxtel;1
16RB;0;757;BOXTEL;havo;geen diploma;cul/maat;02PG;BOL;techniek;22068;Creatief Vakmanschap;28DV;Combinatie kenniscentra;846;Sint-Oedenrode;1
16RB;0;757;BOXTEL;havo;diploma;nat/gezond;04FO;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;757;Boxtel;1
16RB;0;757;BOXTEL;havo;diploma;nat/tech & nat/gezond;25GV;BOL;landbouw;97720;Recreatiedieren (Dierverzorger recreatiedieren);25DC;Aequor;203;Barneveld;1
16RF;0;758;BREDA;havo;geen diploma;nvt;21CY;BOL;landbouw;97590;Dierenartsassistent paraveterinair;25DC;Aequor;758;Breda;1
16RF;0;758;BREDA;havo;geen diploma;nvt;25LX;BOL;techniek;93410;Autotechniek (Autotechnicus);02FZ;Innovam Groep;758;Breda;1
16RF;0;758;BREDA;havo;geen diploma;nat/tech;25LX;BOL;techniek;90413;Mediavormgever (Grafische vormgeving);02PT;Kenniscentrum GOC;758;Breda;1
16RF;0;758;BREDA;havo;geen diploma;nat/tech;25LZ;BOL;techniek;94421;Middenkader engineering (Technicus);02PR;Kenteq;744;Baarle-Nassau;1
16RF;0;758;BREDA;havo;geen diploma;nat/gezond;00GT;BOL;zorg en welzijn;95520;Mbo-Verpleegkundige;02QG;Calibris;758;Breda;1
16RF;0;758;BREDA;havo;geen diploma;nat/gezond;25LV;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;0;Onbekend;1
16RF;0;758;BREDA;havo;geen diploma;nat/gezond;25LV;BOL;economie;90303;Ondernemer horeca/bakkerij (Manager/ondernemer horeca);02PY;Kenwerk;758;Breda;1
16RF;0;758;BREDA;havo;geen diploma;nat/gezond;25LX;BOL;economie;90500;Commercieel medewerker bank- en verzekeringswezen;00SP;ECABO;758;Breda;1
16RF;0;758;BREDA;havo;geen diploma;nat/gezond;25LX;BOL;techniek;90413;Mediavormgever (Grafische vormgeving);02PT;Kenniscentrum GOC;758;Breda;1
